ORDER_ID,RECOMMENDATION_1,RECOMMENDATION_2,RECOMMENDATION_3
4446614197,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
9468148005,20pc Spicy Feast Deal,10 pc Spicy Wings,10 pc Grilled Wings
4694297946,Regular Buffalo Fries,Ranch Dip - Large,20pc Spicy Feast Deal
3808930561,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
6982374850,Regular Buffalo Fries,10 pc Spicy Wings,Blue Cheese Dip - Regular
8468810171,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
8601280066,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
1050374471,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
9941791640,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
7345676210,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
7828339133,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
8384181700,Ranch Dip - Regular,2 pc Crispy Strips,Large Buffalo Fries
5514030001,20pc Spicy Feast Deal,Ranch Dip - Regular,Large Buffalo Fries
4332647365,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
8869495661,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
9943402234,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
9578744084,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
4013390863,20pc Spicy Feast Deal,10 pc Spicy Wings,10 pc Grilled Wings
5528614490,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
2615222419,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
6763597486,Regular Buffalo Fries,Ranch Dip - Large,10 pc Spicy Wings
148192143,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7724635245,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
9243918922,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
7399106759,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
8185688693,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
9075861896,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal
5067184636,Ranch Dip - Regular,Regular Buffalo Fries,Celery Sticks
3284587094,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
1326802209,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
3883173125,10 pc Grilled Wings,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
5360506183,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
6626762887,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
9205073417,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings
2563015607,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings
3199758831,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
887209725,Ranch Dip - Regular,20pc Spicy Feast Deal,8 pc Grilled Wings Combo
5109343398,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
7641307244,Ranch Dip - Regular,6 pc Grilled Wings Combo,Veggie Sticks Spicy
6005522854,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
5182903773,6 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
1850333276,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
467100205,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
88764602,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
1614891405,Ranch Dip - Regular,10 pc Grilled Wings,Regular Buffalo Fries
3239632003,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
7484730548,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7463668969,Ranch Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips
8426959494,10 pc Grilled Wings,10 pc Spicy Wings,2 pc Crispy Strips
8328269437,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1201693840,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
2453493843,Regular Buffalo Fries,10 pc Grilled Wings,2 pc Crispy Strips
3414753082,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
2333712730,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
3149103965,Ranch Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips
3336849433,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
7653407549,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
9721237453,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
2549934521,10 pc Grilled Wings,10 pc Spicy Wings,2 pc Crispy Strips
6962136703,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
2880422375,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
2019851123,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
7494287673,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Spicy Wings
8239130646,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Large
7912691382,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Regular
3861309319,Ranch Dip - Regular,Regular Buffalo Fries,Celery Sticks
5126254748,Ranch Dip - Regular,Add 5 Grilled Wings,Regular Buffalo Fries
7126607717,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
5383026715,20pc Spicy Feast Deal,10 pc Spicy Wings,Regular Buffalo Fries
289936185,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
9526730164,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
6253220378,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
9032607052,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
3035057133,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
9543331429,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
2218756681,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
2228460270,Ranch Dip - Large,10 pc Grilled Wings,Regular Buffalo Fries
9543859037,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
3878460943,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
4855291706,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
3267204473,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
27104138,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
7813027761,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
18776580,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
6133050031,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings
1335627845,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
886184725,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
4079870250,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
7495555121,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
1981957958,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
3532465953,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
4003495044,Regular Buffalo Fries,Blue Cheese Dip - Regular,10 pc Grilled Wings Combo
200367828,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
7974551519,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
1583855891,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
9372715967,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Grilled Wings
1314642807,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
2865805634,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
5617228814,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
5425933078,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Grilled Wings
3590087409,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
5934553009,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
3267095901,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
436976608,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
7726011753,10 pc Grilled Wings Combo,10 pc Grilled Wings,Ranch Dip - Large
9758880014,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
3479105977,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
9997036111,Ranch Dip - Regular,2 pc Crispy Strips,6 pc Grilled Wings Combo
7050848622,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
5110319953,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Grilled Wings
7661948713,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
2437964046,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings
9758065139,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
2969061832,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
7253572628,Ranch Dip - Regular,Large Buffalo Fries,10 pc Grilled Wings
7701256547,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
2128238633,Ranch Dip - Regular,2 pc Crispy Strips,8 pc Grilled Wings Combo
8102795135,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
8255233180,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
504997448,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
654242816,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
8606917174,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
9942204227,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
4549933767,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
100707875,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
7752535202,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
2338969583,Ranch Dip - Regular,2 pc Crispy Strips,10 pc Grilled Wings Combo
6264979153,Ranch Dip - Regular,Regular Buffalo Fries,8 pc Grilled Wings Combo
5300940866,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7548883793,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7931336805,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings
6859778504,Ranch Dip - Regular,Regular Buffalo Fries,50 pc Grilled Wings
6161303699,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
2582945416,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
6771265729,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
5861180636,Ranch Dip - Regular,10 pc Spicy Wings,2 pc Crispy Strips
4646163496,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
7975469058,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
5871015600,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7731027861,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
6964711185,Regular Buffalo Fries,10 pc Grilled Wings,20pc Spicy Feast Deal
3232224117,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
5290320068,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
6903757839,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
1335999970,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
3126638899,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
8314124932,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
9037830847,10 pc Spicy Wings,10 pc Grilled Wings,2 pc Crispy Strips
4018471819,Regular Buffalo Fries,10 pc Spicy Wings,10 pc Grilled Wings
3067951623,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
8064804863,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
3521923246,Ranch Dip - Regular,10 pc Grilled Wings,20 pc Mixed Wings
582475633,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
364058812,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
2228417806,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1288443627,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
2328284131,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
3230242008,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
8418896892,Ranch Dip - Regular,10 pc Spicy Wings,Large Buffalo Fries
1169552220,Ranch Dip - Regular,10 pc Spicy Wings,2 pc Crispy Strips
3984156844,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
3178637520,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
1506149665,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4083250014,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
3191100978,Ranch Dip - Regular,10 pc Grilled Wings Combo,30 pc Grilled Wings
1125870929,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
5518487619,10 pc Spicy Wings,10 pc Grilled Wings,20pc Spicy Feast Deal
2695669964,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
3481824376,6 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
6700836606,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
8104159505,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
6217000779,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
4663389596,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
4596703393,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Mixed Wings
754466,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
8502366372,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Mixed Wings
813605760,Ranch Dip - Regular,10 pc Grilled Wings Combo,32 Oz Soda
7688986900,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
8987301317,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
4930451767,Ranch Dip - Regular,10 pc Grilled Wings,20pc Spicy Feast Deal
3004367422,Ranch Dip - Regular,8 pc Grilled Wings Combo,Add 5 Grilled Wings
7349043672,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
9430655543,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
7070938576,Ranch Dip - Large,20pc Spicy Feast Deal,100 pc Spicy Wings
6649206674,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
5023345932,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
6515651298,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
9638975026,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
7063681070,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
3568402181,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
1993968736,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
3734776068,Ranch Dip - Regular,2 pc Crispy Strips,6 pc Spicy Wings Combo
8717250067,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
7694666875,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
7521247025,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
5003789272,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7237130974,10 pc Grilled Wings Combo,10 pc Grilled Wings,Ranch Dip - Large
8847253260,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
2660543173,Ranch Dip - Regular,Large Buffalo Fries,20 pc Grilled Wings
6219663862,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
3553842011,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7139756497,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
8800574599,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
207570796,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
5112384203,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
3423105195,20pc Spicy Feast Deal,Ranch Dip - Large,10 pc Grilled Wings
3708002454,Ranch Dip - Regular,100 pc Grilled Wings,Regular Buffalo Fries
7158018434,Ranch Dip - Regular,2 pc Crispy Strips,Large Buffalo Fries
4907599393,Ranch Dip - Regular,2 pc Crispy Strips,8 pc Grilled Wings Combo
6111921688,Ranch Dip - Regular,Regular Buffalo Fries,6 pc Grilled Wings Combo
5559459151,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal
7114189708,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
5831876998,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
6823197622,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
6389477181,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
2648256571,Regular Buffalo Fries,10 pc Grilled Wings,Blue Cheese Dip - Regular
9902014732,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
5064032494,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
9211205202,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
8937547304,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
4339324424,Ranch Dip - Regular,10 pc Spicy Wings,2 pc Crispy Strips
7120969695,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
518249569,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings
5210918158,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
6136689813,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4690656538,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
4779418228,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
1785474447,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
2672940831,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub Combo
5365141642,Regular Buffalo Fries,10 pc Grilled Wings,20pc Spicy Feast Deal
3719443685,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
9664042351,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
4591227581,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
6697547638,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
3066847925,20pc Spicy Feast Deal,Ranch Dip - Large,10 pc Grilled Wings
1183994281,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
716660539,Ranch Dip - Regular,8 pc Grilled Wings Combo,Fried Corn - Regular
6629051234,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
9876206587,20pc Spicy Feast Deal,Ranch Dip - Regular,Large Buffalo Fries
4578851950,10 pc Grilled Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1099699387,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
2488425435,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
3807612147,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
1324672225,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
3224322137,Regular Buffalo Fries,10 pc Grilled Wings,Blue Cheese Dip - Regular
2080439382,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
5790578362,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
371107248,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
7519184133,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
8800902863,10 pc Spicy Wings,10 pc Grilled Wings,Large Buffalo Fries
2611475190,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
